Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
171544752,592.5,C31H28O12,COC1=C(C=CC(=C1)/C=C/C(=O)C(O)C(O)C(O)(C(=O)/C=C/C2=CC(=C(C=C2)O)O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)O,"(1E,8E)-1-(3,4-dihydroxyphenyl)-4-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-4,5,6-trihydroxy-9-(4-hydroxy-3-methoxyphenyl)nona-1,8-diene-3,7-dione",0,0,C32H30O12,59539032.0
171431164,570.5,C30H18O12,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4=CC(=C(C=C4C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O)O)O)O,"6-[2-(5,7-dihydroxy-4-oxochromen-2-yl)-4,5-dihydroxyphenyl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0,0,C31H20O12,101039675.0
171356168,450.3,C20H18O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@H]([C@H]([C@@H](C(O4)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3S,4S,5S)-3,4,5,6-tetrahydroxyoxan-2-yl]oxychromen-4-one",1,0,C21H20O12,162913625.0
171352055,750.8,C37H50O16,C[C@@H]1[C@H]([C@@H](O[C@H]([C@@H]1C)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)C)C,"[(2R,3R,4R,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5,6-tetramethyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",2,0,C38H52O16,163189514.0
171351015,394.3,C21H14O8,C1=CC(=C(C=C1CC2C(=O)C3=C(O2)C=C4C5=CC(=C(C=C5OC4=C3O)O)O)O)O,"2-[(3,4-dihydroxyphenyl)methyl]-6,7,10-trihydroxy-[1]benzofuro[5,6-b][1]benzofuran-1-one",1,0,C22H16O8,15735794.0
171319346,662.6,C32H38O15,CC=C1[C@H](C(=CO[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OCCC3=CC(=C(C=C3)O)O)CC(=O)OCCC4=CC(=C(C=C4)O)O,"2-(3,4-dihydroxyphenyl)ethyl (4R,6R)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",0,0,C33H40O15,54753671.0
171149294,492.4,C26H20O10,C1=CC(=C(C=C1C2=CC3=C(C=CC(=C3O2)O)C=CC(=O)OC4=C(C=CC(=C4O)O)CCC(=O)O)O)O,"3-[2-[3-[2-(3,4-dihydroxyphenyl)-7-hydroxy-1-benzofuran-4-yl]prop-2-enoyloxy]-3,4-dihydroxyphenyl]propanoic acid",0,0,C27H22O10,91638474.0
171124345,634.6,C27H38O17,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O)CO)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O,"[(2R,3R,4S,5R,6R)-6-hydroxy-2-(hydroxymethyl)-4,5-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",0,0,C28H40O17,51052080.0
171123656,866.8,C45H38O18,C1[C@@H]([C@H](OC2=C1C(=C(C(=C2)O)[C@@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-6-yl]-8-[(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",0,0,C46H40O18,144396643.0
171122186,866.8,C45H38O18,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@H]5[C@@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-8-[(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",0,0,C46H40O18,144396643.0
169858622,346.3,C21H14O5,C=C1C2=C(C=CC(=C2)C3=CC(=C(C=C3)O)O)C(=O)C4=C(C=CC(=C14)O)O,"6-(3,4-dihydroxyphenyl)-1,4-dihydroxy-10-methylideneanthracen-9-one",0,1,C22H16O5,46855894.0
169710498,570.5,C32H26O10,COC1=CC(=C(C(=C1)OC)C(=O)/C=C\C2=CC=CC=C2)O.C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one;(Z)-1-(2-hydroxy-4,6-dimethoxyphenyl)-3-phenylprop-2-en-1-one",0,2,C33H28O10,101425298.0
169650584,592.6,C29H36O13,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O,"[(2R,3S,4R,6R)-4-[(2S,3R,5R,6S)-3,5-dihydroxy-6-methyloxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",0,1,C30H38O13,57859671.0
169423523,626.6,C29H38O15,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)CCC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,"[(2R,3R,4R,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] 3-(3,4-dihydroxyphenyl)propanoate",0,2218,C30H40O15,162839506.0
13751993,866.8,C45H38O18,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@H]3[C@@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(2R,3S,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-8-[(2R,3S,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",0,0,C46H40O18,144396643.0
169333563,204.18,C11H8O4,C1=CC(=C(C=C1C2=CC=C(O2)C=O)O)O,"5-(3,4-dihydroxyphenyl)furan-2-carbaldehyde",0,0,C12H10O4,54363024.0
168863439,642.5,C27H30O18,C[C@H]1[C@@H]([C@H]([C@H](C(O1)([C@]2([C@H]([C@@H]([C@H](OC2(C3=C(C4=C(C=C3O)OC(=C(C4=O)O)C5=CC(=C(C=C5)O)O)O)O)CO)O)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-6-[(3R,4S,5S,6R)-2,3,4,5-tetrahydroxy-6-(hydroxymethyl)-3-[(3R,4R,5R,6S)-2,3,4,5-tetrahydroxy-6-methyloxan-2-yl]oxan-2-yl]chromen-4-one",0,0,C28H32O18,91530175.0
168720022,542.5,C30H22O10,C1=CC(=C(C=C1C(C2C(=O)C3=C(O2)C=C(C=C3)O)C(C4C(=O)C5=C(O4)C=C(C=C5)O)C6=CC(=C(C=C6)O)O)O)O,"2-[1,2-bis(3,4-dihydroxyphenyl)-2-(6-hydroxy-3-oxo-1-benzofuran-2-yl)ethyl]-6-hydroxy-1-benzofuran-3-one",1,0,C31H24O10,117602281.0
168323744,548.5,C27H32O12,C.C.C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O,"3,5-bis[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,4-dihydroxycyclohexane-1-carboxylic acid;methane",0,0,C28H34O12,134176784.0
168323742,548.5,C27H32O12,C.C.C1C(C[C@H](C([C@@H]1OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-3,5-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,4-dihydroxycyclohexane-1-carboxylic acid;methane",0,0,C28H34O12,134176784.0
168012088,442.5,C25H30O7,CC(=C)C(CC1C(C2C(C3C1OC(C=C3)(C)C)OC=C(C2=O)C4=CC(=C(C=C4)O)O)O)O,"3-(3,4-dihydroxyphenyl)-5-hydroxy-6-(2-hydroxy-3-methylbut-3-enyl)-8,8-dimethyl-4a,5,6,6a,10a,10b-hexahydropyrano[2,3-h]chromen-4-one",0,0,C26H32O7,71659628.0
166933316,442.5,C25H30O7,C1CCCC2C(CCC1)C(=CC=C2/C=C/C(=O)OC(CC3=CC(=C(C=C3)O)O)C(=O)O)O,"3-(3,4-dihydroxyphenyl)-2-[(E)-3-(4-hydroxy-5,6,7,8,9,10,11,11a-octahydro-4aH-benzo[9]annulen-1-yl)prop-2-enoyl]oxypropanoic acid",0,1,C26H32O7,71659628.0
166710733,560.5,C30H24O11,C1CC2=C(C3=C(C=C2O)O[C@]4([C@@H](C3C5=C(C=C(C=C5O4)O)O)O)C6=CC(=C(C=C6)O)O)O[C@@H]1C7=CC(=C(C=C7)O)O,"(5S,13S,21R)-5,13-bis(3,4-dihydroxyphenyl)-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-9,17,19,21-tetrol",0,1,C31H26O11,9851098.0
166710732,866.8,C45H38O18,C1[C@H](C(OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H](C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-8-[(3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",0,1,C46H40O18,144396643.0
165360230,356.3,C18H12O8,C1=CC(=CC=C1C2=C(/C(=C(/C3=CC(=C(C=C3)O)O)\C(=O)O)/OC2=O)O)O,"(2E)-2-(3,4-dihydroxyphenyl)-2-[3-hydroxy-4-(4-hydroxyphenyl)-5-oxofuran-2-ylidene]acetic acid",0,1,C19H14O8,15735795.0
165162748,866.8,C45H38O18,C1[C@H](C(OC2=C1C(=CC(=C2[C@@H]3[C@H](C(OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(3R,4S)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-4-[(3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",0,0,C46H40O18,144396643.0
165157990,580.5,C27H32O14,CC(C)(C(C(=O)OCC1=CC(=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O,"[3-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3-hydroxy-3-methylbutanoate",0,0,C28H34O14,22833606.0
164737828,356.3,C18H12O8,C1=CC(=C(C=C1C2=COC3=C(C(=C(C(=C3C2=O)O)CC=O)O)C=O)O)O,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-6-(2-oxoethyl)chromene-8-carbaldehyde",0,1,C19H14O8,15735795.0
163875271,534.7,C33H42O6,CC(C)CC[C@@]12C=C(C([C@@](C1=O)(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C2=O)CC=C(C)C)(C)C)CC=C(C)C,"(1S,5R)-3-[(3,4-dihydroxyphenyl)-hydroxymethylidene]-8,8-dimethyl-1,7-bis(3-methylbut-2-enyl)-5-(3-methylbutyl)bicyclo[3.3.1]non-6-ene-2,4,9-trione",0,1,C34H44O6,102295429.0
163819513,656.6,C29H36O17,CC1[C@@H](C(C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=C(C4=C(C=C(C=C4OC3(CO)C5=CC(=C(C=C5)O)O)O)O)CO)O)O)O)O)O)O,"(2R,5R)-2-[[(3S,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-2,4-bis(hydroxymethyl)chromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol",0,1,C30H38O17,54764774.0
163819095,578.5,C26H26O15,C1[C@@]([C@H](C(O1)OCC2[C@@H](C(=C([C@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)(CO)O,"7-[[(3S,6R)-2-[[(3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxy-3,6-dihydro-2H-pyran-6-yl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one",0,1,C27H28O15,167117405.0
147190460,866.8,C45H38O18,COC(=O)C(CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C(=C2)O)O)/C=C/C3=C4C(C(OC4=C(C=C3)O)C5=CC(=C(C=C5)O)O)C(=O)OC(CC6=CC(=C(C=C6)O)O)C(=O)O,"3-(3,4-dihydroxyphenyl)-2-[2-(3,4-dihydroxyphenyl)-4-[(E)-2-[5-[(E)-3-[3-(3,4-dihydroxyphenyl)-1-methoxy-1-oxopropan-2-yl]oxy-3-oxoprop-1-enyl]-2,3-dihydroxyphenyl]ethenyl]-7-hydroxy-2,3-dihydro-1-benzofuran-3-carbonyl]oxypropanoic acid",0,0,C46H40O18,144396643.0
155887244,640.5,C27H28O18,C1=CC(=C(C=C1C2(C(C(C(OC2OC3C(C(C(C(O3)CO)O)O)O)(C(=O)OC4=COC5=C(C4=O)C=CC(=C5)O)O)O)O)O)O)O,"(7-hydroxy-4-oxochromen-3-yl) 5-(3,4-dihydroxyphenyl)-2,3,4,5-tetrahydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylate",0,0,C28H30O18,44258035.0
163203793,330.24,C16H10O8,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)C=O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4-oxochromene-6-carbaldehyde",1,0,C17H12O8,10246876.0
163194095,656.6,C29H36O17,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)OC[C@@H](C4=CC(=C(C=C4)O)O)O)CO)O)O,"[(2R,3R,4R,5R,6R)-6-[(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxyethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",2,0,C30H38O17,54764774.0
163191661,452.4,C20H20O12,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)O)O)O)O)O)O,"(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4R,5R,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0,C21H22O12,131750809.0
163190680,572.5,C30H20O12,C1[C@H](OC2=C(C1=O)C(=C(C(=C2)O)C3=C(C(=CC(=C3)/C=C\4/C(=O)C5=C(C=C(C=C5O4)O)O)O)O)O)C6=CC(=C(C=C6)O)O,"(2S)-6-[5-[(Z)-(4,6-dihydroxy-3-oxo-1-benzofuran-2-ylidene)methyl]-2,3-dihydroxyphenyl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydrochromen-4-one",2,0,C31H22O12,68495372.0
163190053,824.8,C38H48O20,C/C=C\1/[C@H](C(=CO[C@H]1O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)C(=O)OCCC3=CC(=C(C=C3)O)O)CC(=O)OCCC4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,"2-(3,4-dihydroxyphenyl)ethyl (4R,5Z,6S)-5-ethylidene-4-[2-[2-[3-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]ethoxy]-2-oxoethyl]-6-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",2,0,C39H50O20,101437361.0
163189215,696.6,C32H40O17,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2OC(=O)C)OC[C@H](C3=CC(=C(C=C3)O)O)OC)CO)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O,"[(2R,3R,4S,5R,6R)-5-acetyloxy-6-[(2S)-2-(3,4-dihydroxyphenyl)-2-methoxyethoxy]-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",2,0,C33H42O17,44715580.0
163188857,654.6,C32H30O15,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=O)C=C3O2)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-7-oxochromen-3-yl]oxyoxan-2-yl]methyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",0,0,C33H32O15,15755770.0
163187826,492.4,C26H20O10,C1=CC(=C(C=C1C[C@@H](C(=O)O)OC(=O)/C=C/C2=C3C=CC4=CC(=C(C=C4OC3=C(C=C2)O)O)O)O)O,"(2S)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(2,3,10-trihydroxybenzo[b][1]benzoxepin-7-yl)prop-2-enoyl]oxypropanoic acid",0,0,C27H22O10,91638474.0
163186827,866.8,C45H38O18,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@H]5[C@@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O,"(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-8-[(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",2,0,C46H40O18,144396643.0
163186469,455.4,C21H26O11,[2H]/C(=C\C(=O)C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC2C(CCOC2=O)C)O)O)O)O)/C3=CC(=C(C=C3)O)O,"3-[(3R,4S,5S,6S)-6-[(E)-4-deuterio-4-(3,4-dihydroxyphenyl)-1-hydroxy-2-oxobut-3-enyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4-methyloxan-2-one",0,0,C22H28O11,156593907.0
163185561,572.5,C30H20O12,C1[C@H](OC2=C(C1=O)C(=C(C(=C2)O)C3=C(C(=CC(=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)O)O)O)C6=CC(=C(C=C6)O)O,"2-[3-[(2S)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-2,3-dihydrochromen-6-yl]-4,5-dihydroxyphenyl]-5,7-dihydroxychromen-4-one",2,0,C31H22O12,68495372.0
163185182,490.4,C26H18O10,C1=CC(=C(C=C1/C=C/C2=CC3=C([C@H]([C@@H](O3)C4=CC(=C(C=C4)O)O)C5=CC(=CC(=O)O5)O)C(=O)O2)O)O,"(2R,3R)-2-(3,4-dihydroxyphenyl)-6-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-3-(4-hydroxy-6-oxopyran-2-yl)-2,3-dihydrofuro[3,2-c]pyran-4-one",0,0,C27H20O10,91636909.0
13915677,660.6,C35H32O13,C1[C@@H]([C@H](OC2=C1C(=CC3=C2[C@H](CC(=O)O3)C4=CC(=C(C=C4)O)O)O)C5=CC(=C(C=C5)O)O)OC(=O)C[C@@H](CCC6=CC(=C(C=C6)O)O)O,"[(2R,3S,10R)-2,10-bis(3,4-dihydroxyphenyl)-5-hydroxy-8-oxo-3,4,9,10-tetrahydro-2H-pyrano[2,3-f]chromen-3-yl] (3R)-5-(3,4-dihydroxyphenyl)-3-hydroxypentanoate",2,0,C36H34O13,6850765.0
