Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
172869116,780.9,C44H60O12,C[C@@H](CC[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](CC2=CC(=C(C=C2)O)O)[C@H](C)O)O.C[C@@H](CC[C@@H](CC1=CC(=C(C=C1)O)O)[C@H](CC2=CC(=C(C=C2)O)O)[C@H](C)O)O,"4-[(2S,5S)-2-[(2S,3S)-1-(3,4-dihydroxyphenyl)-3-hydroxybutan-2-yl]-5-hydroxyhexyl]benzene-1,2-diol;4-[(2R,5S)-2-[(2R,3S)-1-(3,4-dihydroxyphenyl)-3-hydroxybutan-2-yl]-5-hydroxyhexyl]benzene-1,2-diol",0,0,C45H62O12,
172869113,780.9,C44H60O12,C1=CC(=C(C=C1C[C@@H](CCCCO)[C@H](CCO)CC2=CC(=C(C=C2)O)O)O)O.C1=CC(=C(C=C1C[C@H](CCCCO)[C@@H](CCO)CC2=CC(=C(C=C2)O)O)O)O,"4-[(2S)-2-[(2R)-1-(3,4-dihydroxyphenyl)-4-hydroxybutan-2-yl]-6-hydroxyhexyl]benzene-1,2-diol;4-[(2R)-2-[(2S)-1-(3,4-dihydroxyphenyl)-4-hydroxybutan-2-yl]-6-hydroxyhexyl]benzene-1,2-diol",0,0,C45H62O12,
172869110,724.8,C40H52O12,C1=CC(=C(C=C1C[C@@H](CCCO)[C@@H](CC2=CC(=C(C=C2)O)O)CO)O)O.C1=CC(=C(C=C1C[C@H](CCCO)[C@H](CC2=CC(=C(C=C2)O)O)CO)O)O,"4-[(2S)-2-[(2S)-1-(3,4-dihydroxyphenyl)-3-hydroxypropan-2-yl]-5-hydroxypentyl]benzene-1,2-diol;4-[(2R)-2-[(2R)-1-(3,4-dihydroxyphenyl)-3-hydroxypropan-2-yl]-5-hydroxypentyl]benzene-1,2-diol",0,0,C41H54O12,
172869107,973.1,C60H60O12,C1=CC(=CC=C1C[C@@H](CCC2=CC(=C(C=C2)O)O)[C@@H](CC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)O)O.C1=CC(=CC=C1C[C@H](CCC2=CC(=C(C=C2)O)O)[C@H](CC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)O)O,"4-[(3S,4S)-4-(3,4-dihydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol;4-[(3R,4R)-4-(3,4-dihydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C61H62O12,
172869104,1037.099,C60H60O16,C1=CC(=C(C=C1CC[C@H](CC2=CC(=C(C=C2)O)O)[C@@H](CC3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O)O)O.C1=CC(=C(C=C1CC[C@@H](CC2=CC(=C(C=C2)O)O)[C@H](CC3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O)O)O,"4-[(3R,4R)-4,5-bis(3,4-dihydroxyphenyl)-3-[(3,4-dihydroxyphenyl)methyl]pentyl]benzene-1,2-diol;4-[(3S,4S)-4,5-bis(3,4-dihydroxyphenyl)-3-[(3,4-dihydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C61H62O16,
172869101,1101.1,C60H60O20,C1=CC(=C(C=C1C[C@@H](CCC2=CC(=C(C(=C2)O)O)O)[C@@H](CC3=CC(=C(C=C3)O)O)C4=CC(=C(C(=C4)O)O)O)O)O.C1=CC(=C(C=C1C[C@H](CCC2=CC(=C(C(=C2)O)O)O)[C@H](CC3=CC(=C(C=C3)O)O)C4=CC(=C(C(=C4)O)O)O)O)O,"5-[(3R,4R)-5-(3,4-dihydroxyphenyl)-3-[(3,4-dihydroxyphenyl)methyl]-4-(3,4,5-trihydroxyphenyl)pentyl]benzene-1,2,3-triol;5-[(3S,4S)-5-(3,4-dihydroxyphenyl)-3-[(3,4-dihydroxyphenyl)methyl]-4-(3,4,5-trihydroxyphenyl)pentyl]benzene-1,2,3-triol",0,0,C61H62O20,
172869098,1101.1,C60H60O20,C1=CC(=C(C=C1CC[C@H](CC2=CC(=C(C(=C2)O)O)O)[C@@H](CC3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O)O.C1=CC(=C(C=C1CC[C@@H](CC2=CC(=C(C(=C2)O)O)O)[C@H](CC3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O)O,"5-[(2S,3S)-3-(3,4-dihydroxyphenyl)-2-[2-(3,4-dihydroxyphenyl)ethyl]-4-(3,4,5-trihydroxyphenyl)butyl]benzene-1,2,3-triol;5-[(2R,3R)-3-(3,4-dihydroxyphenyl)-2-[2-(3,4-dihydroxyphenyl)ethyl]-4-(3,4,5-trihydroxyphenyl)butyl]benzene-1,2,3-triol",0,0,C61H62O20,
172840396,486.4,C27H18O9,C1=CC(=C(C=C1C(=O)C2=CC(=C(C=C2)O)O)C(=O)C3=CC(=C(C=C3)O)C(=O)C4=CC(=C(C=C4)O)O)O,"[3-[3-(3,4-dihydroxybenzoyl)-4-hydroxybenzoyl]-4-hydroxyphenyl]-(3,4-dihydroxyphenyl)methanone",0,2,C28H20O9,
172834167,366.4,C19H26O7,CCC(C)OC(=O)C(C(=CC1=CC(=C(C=C1)O)O)C(=O)OC(C)CC)O,"dibutan-2-yl 2-[(3,4-dihydroxyphenyl)methylidene]-3-hydroxybutanedioate",0,1,C20H28O7,
172818956,624.7,C31H44O13,C[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OC/C=C(/C)\CCC=C(C)C)O)O)O)O,"[(2R,3R,4R,5R,6R)-6-[(2Z)-3,7-dimethylocta-2,6-dienoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",0,1,C32H46O13,
172767329,1086.8,C49H34O29,C1[C@H]([C@H](OC2=C1C(=CC3=C2[C@H]4[C@H]5[C@@H](OC(=O)C6=CC(=C(C(=C6C7=C([C@]4(O3)C(=O)O[C@]7(C(=O)O)O)C(=O)O5)O)O)O)[C@H]8[C@@H](COC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C=C1C(=O)O8)O)O)O)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,"(1S,4R,14R,15S,16S,20R,21R)-20-(3,4-dihydroxyphenyl)-14-[(10R,11R)-3,4,5,11,17,18,19-heptahydroxy-8,14-dioxo-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-10-yl]-4,7,8,9,21,24-hexahydroxy-2,12,29-trioxo-3,13,19,27,30-pentaoxaheptacyclo[13.12.3.01,16.05,28.06,11.017,26.018,23]triaconta-5(28),6,8,10,17(26),18(23),24-heptaene-4-carboxylic acid",0,23,C50H36O29,
162056011,1061.0,C52H52O24,CC1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.CC1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-4,5-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxy-2-methylcyclohexane-1-carboxylic acid",0,3,C53H54O24,
161645882,608.5,C30H24O14,C1C(OC2=C(C1=O)C(=C(C(=C2)O)O)O)C3=CC(=C(C=C3)O)O.C1=CC=C(C=C1)C2(C(C(=O)C3=C(O2)C=CC(=C3O)O)(O)O)O,"2-(3,4-dihydroxyphenyl)-5,6,7-trihydroxy-2,3-dihydrochromen-4-one;2,3,3,5,6-pentahydroxy-2-phenylchromen-4-one",0,2,C31H26O14,
161054047,628.5,C32H20O14,C1OC2=C(O1)C3=C(C(=C2)O)C(=O)C=C(O3)C4=CC(=C(C=C4)O)O.C1OC2=C(O1)C(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O,"6-(3,4-dihydroxyphenyl)-9-hydroxy-[1,3]dioxolo[4,5-g]chromen-8-one;8-(3,4-dihydroxyphenyl)-5-hydroxy-[1,3]dioxolo[4,5-h]chromen-6-one",0,4,C33H22O14,
160620434,792.7,C40H40O17,COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O.COC1=C(C(=C(C2=C1C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)OC)OC)OC,"2-(3,4-dihydroxyphenyl)-5,6,7,8-tetramethoxychromen-4-one;5-hydroxy-6,7,8-trimethoxy-2-(3,4,5-trimethoxyphenyl)chromen-4-one",0,1,C41H42O17,
160547057,476.5,C30H20O6,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2.C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O,"2-(3,4-dihydroxyphenyl)chromen-4-one;2-phenylchromen-4-one",0,1,C31H22O6,
160433873,1549.3,C75H72O36,C1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.C1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.C1C(C[C@](C([C@@]1(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-3,4-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid;(3R,5R)-3,5-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",0,3,C76H74O36,
159842822,724.9,C48H52O6,CC(C)(C1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.CC(C)(C1=CC(=CC=C1)C(C)(C)C2=CC(=C(C=C2)O)O)C3=CC(=C(C=C3)O)O,"4-[2-[3-[2-(3,4-dihydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]benzene-1,2-diol;4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol",0,9,C49H54O6,
159476366,1079.0,C56H54O22,CC(C1=CC(=CC=C1)O)C(=O)O.COC1=C(C=CC(=C1)C=CC(=O)O)O.COC1=C(C=CC(=C1)/C=C/C(=O)O)O.C1=CC(=CC=C1/C=C/C(=O)O)O.C1=CC(=C(C=C1C=CC(=O)O)O)O.C1=CC(=C(C=C1/C=C/C(=O)O)O)O,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid;(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid;3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid;(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid;2-(3-hydroxyphenyl)propanoic acid;(E)-3-(4-hydroxyphenyl)prop-2-enoic acid",0,9,C57H56O22,
158442870,568.5,C32H24O10,C1=CC=C(C(=C1)C(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O.C1=CC(=CC=C1C(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O,"2-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]benzoic acid;4-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]benzoic acid",0,2,C33H26O10,
158316111,724.9,C48H52O6,CC(C)(C1=CC=C(C=C1)O)C2=CC(=CC=C2)C(C)(C)C3=CC=C(C=C3)O.CC(C)(C1=CC(=CC=C1)C(C)(C)C2=CC(=C(C=C2)O)O)C3=CC(=C(C=C3)O)O,"4-[2-[3-[2-(3,4-dihydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]benzene-1,2-diol;4-[2-[3-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol",0,4,C49H54O6,
157802218,608.5,C30H24O14,C1=CC(=C(C=C1C2C(C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O.C1=CC(=C(C=C1C2C(C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,6,7-trihydroxy-2,3-dihydrochromen-4-one",0,2,C31H26O14,
157450877,684.6,C30H36O18,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)O)O.C1=CC(=C(C=C1/C=C/C(=O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)O)O,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",0,7,C31H38O18,
162182480,660.8,C40H52O8,C1C2CC3CC1CC(C2)(C3)C(=O)CC(CC4=CC(=C(C=C4)O)O)O.C1C2CC3CC1CC(C2)(C3)C(=O)CC(CC4=CC(=C(C=C4)O)O)O,"1-(1-adamantyl)-4-(3,4-dihydroxyphenyl)-3-hydroxybutan-1-one",0,4,C41H54O8,
160342950,532.6,C35H32O5,CC1=C(C=CC(=C1C)C(C2=CC(=CC=C2)O)C3=C(C(=C(C=C3)C4=CC(=C(C=C4)O)O)C)C)C5=CC(=C(C=C5)O)O,"4-[4-[[4-(3,4-dihydroxyphenyl)-2,3-dimethylphenyl]-(3-hydroxyphenyl)methyl]-2,3-dimethylphenyl]benzene-1,2-diol",0,4,C36H34O5,
159896410,1032.9,C50H48O24,C1C(C[C@](C([C@@]1(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.C1C(C[C@](C([C@@]1(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-3,5-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",0,33,C51H50O24,
159071734,849.0,C50H56O12,CC(=CCC/C(=C/CC1=C(C2=C(OC(CC2=O)C3=CC(=C(C=C3)O)O)C=C1O)O)/C)C.CC(=CCC/C(=C/CC1=C(C2=C(OC(CC2=O)C3=CC(=C(C=C3)O)O)C=C1O)O)/C)C,"2-(3,4-dihydroxyphenyl)-6-[(2E)-3,7-dimethylocta-2,6-dienyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one",0,9,C51H58O12,
158913540,1237.2,C66H60O24,CC(C)CCC(=O)C(CC(C)C)C(=O)O.C1=CC2=CC(=C(C=C2C(=C1)O)O)C(=O)C3=C4C=CC=C(C4=CC(=C3C(=O)O)O)O.C1=CC(=C(C=C1C=CC(=O)C(=CC2=CC(=C(C=C2)O)O)C(=O)O)O)O.C1=CC(=C(C=C1O)O)C(=O)C2=C(C=CC(=C2O)C(=O)O)O,"3-(2,4-dihydroxybenzoyl)-2,4-dihydroxybenzoic acid;1-(3,5-dihydroxynaphthalene-2-carbonyl)-3,5-dihydroxynaphthalene-2-carboxylic acid;5-(3,4-dihydroxyphenyl)-2-[(3,4-dihydroxyphenyl)methylidene]-3-oxopent-4-enoic acid;6-methyl-2-(2-methylpropyl)-3-oxoheptanoic acid",0,5,C67H62O24,
158901038,680.7,C40H40O10,COCOC1=C(C=C(C=C1)C=CC=CC2=CC=C(C=C2)C(=O)OC)OCOC.COC(=O)C1=CC=C(C=C1)C=CC=CC2=CC(=C(C=C2)O)O,"methyl 4-[4-[3,4-bis(methoxymethoxy)phenyl]buta-1,3-dienyl]benzoate;methyl 4-[4-(3,4-dihydroxyphenyl)buta-1,3-dienyl]benzoate",0,4,C41H42O10,
158753125,764.7,C45H32O12,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3.C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O.C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-7,8-dihydroxychromen-4-one;7-hydroxy-2-(4-hydroxyphenyl)chromen-4-one;2-phenyl-2,3-dihydrochromen-4-one",0,15,C46H34O12,
157941029,1032.9,C50H48O24,C1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.C1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-3,4-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",0,22,C51H50O24,
157877926,636.5,C30H20O16,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O.C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7,8-tetrahydroxychromen-4-one",0,2,C31H22O16,
157771077,1032.9,C50H48O24,C1C(C[C@](C([C@@H]1O)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O.C1C(C[C@](C([C@@]1(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)O,"(3R,5R)-3,4-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid;(3R,5R)-3,5-bis[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",0,82,C51H50O24,
157619930,540.5,C27H24O12,C1=CC(=C(C=C1C=CC(=O)O)O)O.C1=CC(=C(C=C1/C=C/C(=O)O)O)O.C1=CC(=C(C=C1/C=C/C(=O)O)O)O,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid;(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",0,6,C28H26O12,
157419438,544.5,C28H32O11,CCC1=C(C(=C(C=C1)O)C(=O)C)O.CC(=O)CC1=C(C(=C(C=C1)O)O)O.C1=CC(=C(C=C1CCC(=O)O)O)O,"3-(3,4-dihydroxyphenyl)propanoic acid;1-(3-ethyl-2,6-dihydroxyphenyl)ethanone;1-(2,3,4-trihydroxyphenyl)propan-2-one",0,1,C29H34O11,
151955018,692.6,C35H32O15,COC(=O)C1(C[C@](C([C@@](C1)(O)C(=O)/C=C/C2=CC(=C(C=C2)O)O)(O)C(=O)/C=C/C3=CC(=C(C=C3)O)O)(O)C(=O)/C=C/C4=CC(=C(C=C4)O)O)O,"methyl (3R,5R)-3,4,5-tris[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-1,3,4,5-tetrahydroxycyclohexane-1-carboxylate",0,2,C36H34O15,
172653336,534.5,C25H26O13,COC1=CC(=CC(=C1O)OC)C(=O)O[C@@H]2C[C@](C[C@H]([C@@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)(C(=O)O)O,"(1R,3R,4S,5R)-4-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,3-dihydroxy-5-(4-hydroxy-3,5-dimethoxybenzoyl)oxycyclohexane-1-carboxylic acid",0,0,C26H28O13,
