Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
172871433,686.7,C42H38O9,C1=CC(=CC=C1CCC2=CC(=CC(=C2)OC3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O)OC5=C(C=C(C(=C5)CCC6=CC=C(C=C6)O)O)O)O,"4-[3-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C42H38O10,172870788.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOOOCCCCCCCCCCCCCCOOOO,0,
172871430,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)O)OC3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O)O,"2-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O8,70213108.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCOOOO,0,
172871429,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O)O)O,"3-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O8,70213108.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOOOO,0,
172871427,686.7,C42H38O9,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O)OC5=C(C=C(C(=C5)CCC6=CC=C(C=C6)O)O)O,"4-[3-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C42H38O10,172870788.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOOOCCCCCCCCCCCCCCOOO,0,
172871419,458.5,C28H26O6,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC(=CC(=C4)O)O,"4-[3-[2-(3,5-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOO,0,
172871416,458.5,C28H26O6,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC(=C(C=C4)O)O,"4-[3-[2-(3,4-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOO,0,
172871415,474.5,C28H26O7,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC(=C(C(=C4)O)O)O,"5-[2-[3-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O8,70213108.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOOO,0,
172871357,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O,"2-[2,4-dihydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O8,70213108.0,CCCCCCOCCCCCCCCOOOCCCCCCOCCCCCCCCOO,0,
172871355,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O,"3-[2,4-dihydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O8,70213108.0,CCCCCCOCCCCCCCCOOOCCCCCCOOCCCCCCCCO,0,
172871253,622.7,C42H38O5,C1=CC(=CC(=C1)OC2=CC(=CC(=C2)CCC3=CC=C(C=C3)O)OC4=CC=CC(=C4)CCC5=CC=C(C=C5)O)CCC6=CC=C(C=C6)O,4-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]-5-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenoxy]phenyl]ethyl]phenol,0,0,C42H38O6,121274659.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOCCCCCCCCO,0,
172871206,442.5,C28H26O5,C1=CC(=CC=C1CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCCCCCCCCCOOCCCCCCOCCCCCCCCOO,0,
172871192,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC(=CC(=C2)O)CCC3=CC=C(C=C3)O)CCC4=CC(=CC(=C4)O)O,"5-[2-[3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCOCCCCCCCCOCCCCCCCCOO,0,
172871191,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC(=CC(=C2)O)CCC3=CC=C(C=C3)O)CCC4=CC(=C(C=C4)O)O,"4-[2-[3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCOCCCCCCCCOCCCCCCCCOO,0,
172871190,458.5,C28H26O6,C1=CC(=CC(=C1)OC2=CC(=CC(=C2)O)CCC3=CC=C(C=C3)O)CCC4=CC(=C(C(=C4)O)O)O,"5-[2-[3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCOCCCCCCCCOCCCCCCCCOOO,0,
172870967,458.5,C28H26O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2C3=CC(=C(C=C3CCC4=CC=C(C=C4)O)O)O)O)O)O,"4-[4,5-dihydroxy-2-[2-(4-hydroxyphenyl)ethyl]phenyl]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOOOOOO,0,
172870882,348.4,C23H24O3,COC1=CC(=CC(=C1)CCC2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O,4-[2-[3-[2-(4-hydroxyphenyl)ethyl]-5-methoxyphenyl]ethyl]phenol,0,0,C23H24O4,14985886.0,COCCCCCCCCCCCCCCOCCCCCCCCO,0,
172870878,408.5,C25H28O5,COC1=C(C(=C(C=C1CCC2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O)OC)OC,"4-[2-[5-[2-(4-hydroxyphenyl)ethyl]-2,3,4-trimethoxyphenyl]ethyl]phenol",0,0,C25H28O6,69709799.0,COCCCCCCCCCCCCCCOCCCCCCCCOOCOC,0,
172870870,378.5,C24H26O4,COC1=CC(=C(C=C1CCC2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O)OC,"4-[2-[5-[2-(4-hydroxyphenyl)ethyl]-2,4-dimethoxyphenyl]ethyl]phenol",0,0,C24H26O5,10905311.0,COCCCCCCCCCCCCCCOCCCCCCCCOOC,0,
172870671,454.6,C30H30O4,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)CCC3=CC=C(C=C3)O)OC)CCC4=CC=C(C=C4)O,4-[2-[4-[4-[2-(4-hydroxyphenyl)ethyl]-3-methoxyphenyl]-2-methoxyphenyl]ethyl]phenol,0,0,C30H30O5,121459671.0,COCCCCCCCCCCCCCCCCCCCCOOCCCCCCCCCO,0,
172870661,454.6,C30H30O4,COC1=C(C=CC(=C1)CCC2=CC=C(C=C2)O)C3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)OC,4-[2-[4-[4-[2-(4-hydroxyphenyl)ethyl]-2-methoxyphenyl]-3-methoxyphenyl]ethyl]phenol,0,0,C30H30O5,121459671.0,COCCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOC,0,
172870613,486.6,C30H30O6,COC1=C(C=C(C(=C1)C2=CC(=C(C=C2CCC3=CC=C(C=C3)O)O)OC)CCC4=CC=C(C=C4)O)O,4-[4-hydroxy-2-[2-(4-hydroxyphenyl)ethyl]-5-methoxyphenyl]-5-[2-(4-hydroxyphenyl)ethyl]-2-methoxyphenol,0,0,C30H30O7,10006248.0,COCCCCCCCCCCCCCCCCCCCCOOOCCCCCCCCCOO,0,
172870521,458.5,C28H26O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2)O)OC3=CC=C(C=C3)CCC4=CC(=C(C(=C4)O)O)O)O,"5-[2-[4-[2-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O7,172870813.0,CCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOO,0,
172870481,458.5,C28H26O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2O)O)C3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O)O,"4-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenyl]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOO,0,
172870466,454.6,C30H30O4,COC1=CC=C(C=C1)CCC2=CC(=C(C=C2)O)C3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)OC,2-[5-[2-(4-hydroxyphenyl)ethyl]-2-methoxyphenyl]-4-[2-(4-methoxyphenyl)ethyl]phenol,0,0,C30H30O5,121459671.0,COCCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOC,0,
172870465,454.6,C30H30O4,COC1=C(C=C(C=C1)CCC2=CC=C(C=C2)O)C3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)OC,4-[2-[3-[5-[2-(4-hydroxyphenyl)ethyl]-2-methoxyphenyl]-4-methoxyphenyl]ethyl]phenol,0,0,C30H30O5,121459671.0,COCCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOC,0,
172870463,454.6,C30H30O4,COC1=CC=C(C=C1)CCC2=CC(=C(C=C2)OC)C3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)O,4-[2-(4-hydroxyphenyl)ethyl]-2-[2-methoxy-5-[2-(4-methoxyphenyl)ethyl]phenyl]phenol,0,0,C30H30O5,121459671.0,COCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCOO,0,
172870227,358.4,C20H22O6,C1=CC(=CC=C1C[C@@H](CCC(=O)O)[C@@H](CC2=CC=C(C=C2)O)C(=O)O)O,"(2R,3R)-2,3-bis[(4-hydroxyphenyl)methyl]hexanedioic acid",0,0,C20H22O7,102463805.0,CCCCCCCCCCCOOCCCCCCCCOCOOO,0,
172870226,358.4,C20H22O6,C1=CC(=CC=C1C[C@H](CCC(=O)O)[C@H](CC2=CC=C(C=C2)O)C(=O)O)O,"(2S,3S)-2,3-bis[(4-hydroxyphenyl)methyl]hexanedioic acid",0,0,C20H22O7,102463805.0,CCCCCCCCCCCOOCCCCCCCCOCOOO,0,
172869190,330.4,C20H26O4,C1=CC(=CC=C1C[C@@H](CCCO)[C@@H](CC2=CC=C(C=C2)O)CO)O,"(2R,3R)-2,3-bis[(4-hydroxyphenyl)methyl]hexane-1,6-diol",0,0,C20H26O5,9928195.0,CCCCCCCCCCCOCCCCCCCCOCOO,0,
172869189,330.4,C20H26O4,C1=CC(=CC=C1C[C@H](CCCO)[C@H](CC2=CC=C(C=C2)O)CO)O,"(2S,3S)-2,3-bis[(4-hydroxyphenyl)methyl]hexane-1,6-diol",0,0,C20H26O5,9928195.0,CCCCCCCCCCCOCCCCCCCCOCOO,0,
172869187,454.6,C30H30O4,C1=CC(=CC(=C1)O)C[C@@H](CCC2=CC=C(C=C2)O)[C@@H](CC3=CC(=CC=C3)O)C4=CC=C(C=C4)O,"3-[(2R,3R)-4-(3-hydroxyphenyl)-3-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethyl]butyl]phenol",0,0,C30H30O5,121459671.0,CCCCCCOCCCCCCCCCCOCCCCCCCCOCCCCCCO,0,
172869186,454.6,C30H30O4,C1=CC(=CC(=C1)O)C[C@H](CCC2=CC=C(C=C2)O)[C@H](CC3=CC(=CC=C3)O)C4=CC=C(C=C4)O,"3-[(2S,3S)-4-(3-hydroxyphenyl)-3-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethyl]butyl]phenol",0,0,C30H30O5,121459671.0,CCCCCCOCCCCCCCCCCOCCCCCCCCOCCCCCCO,0,
172869184,454.6,C30H30O4,C1=CC(=CC(=C1)O)CC[C@H](CC2=CC=C(C=C2)O)[C@@H](CC3=CC=C(C=C3)O)C4=CC(=CC=C4)O,"3-[(3R,4R)-4-(3-hydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]phenol",0,0,C30H30O5,121459671.0,CCCCCCOCCCCCCCCCCOCCCCCCCCOCCCCCCO,0,
172869183,454.6,C30H30O4,C1=CC(=CC(=C1)O)CC[C@@H](CC2=CC=C(C=C2)O)[C@H](CC3=CC=C(C=C3)O)C4=CC(=CC=C4)O,"3-[(3S,4S)-4-(3-hydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]phenol",0,0,C30H30O5,121459671.0,CCCCCCOCCCCCCCCCCOCCCCCCCCOCCCCCCO,0,
172869109,486.6,C30H30O6,C1=CC(=CC=C1C[C@@H](CCC2=CC(=C(C=C2)O)O)[C@@H](CC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)O)O,"4-[(3R,4R)-4-(3,4-dihydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C30H30O7,10006248.0,CCCCCCCCCCCCCCCCOOCCCCCCCCOCCCCCCOOO,0,
172869108,486.6,C30H30O6,C1=CC(=CC=C1C[C@H](CCC2=CC(=C(C=C2)O)O)[C@H](CC3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)O)O,"4-[(3S,4S)-4-(3,4-dihydroxyphenyl)-5-(4-hydroxyphenyl)-3-[(4-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C30H30O7,10006248.0,CCCCCCCCCCCCCCCCOOCCCCCCCCOCCCCCCOOO,0,
172864668,284.3,C14H20O6,C1[C@@H]([C@H](O[C@H]([C@@H]1O)OCCC2=CC=C(C=C2)O)CO)O,"(2R,3S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,5-diol",0,2,C14H20O7,219929.0,CCCOCCOOCCCCCCCCOCOO,0,
172859360,314.33,C15H22O7,CO[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O)OCCC2=CC=C(C=C2)O)CO)O,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]-4-methoxyoxane-3,5-diol",0,2,C15H22O8,67764262.0,COCCCOCCOOCCCCCCCCOCOO,0,
172853541,390.4,C24H22O5,C1=CC=C(C=C1)OC(CCCC(=O)C2=CC=C(C=C2)O)C(=O)C3=CC=C(C=C3)O,"1,6-bis(4-hydroxyphenyl)-2-phenoxyhexane-1,6-dione",0,5,C24H22O6,69505159.0,CCCCCCOCCCCCOCCCCCCOCOCCCCCCO,0,
172852862,284.3,C14H20O6,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCCC2=CC=C(C=C2)O)O)O)O,"(2R,3R,4S,5S,6R)-2-[2-(4-hydroxyphenyl)ethoxy]-6-methyloxane-3,4,5-triol",0,2,C14H20O7,219929.0,CCCCCCOOCCCCCCCCOOOO,0,
172852373,332.4,C19H24O5,COC(=O)CCC/C=C\C[C@@H]1[C@H]([C@@H](CC1=O)O)C2=CC=C(C=C2)O,"methyl (Z)-7-[(1R,2S,3R)-3-hydroxy-2-(4-hydroxyphenyl)-5-oxocyclopentyl]hept-5-enoate",0,2,C19H24O6,688608.0,COCOCCCCCCCCCCCOOCCCCCCO,0,
172851310,220.22,C12H12O4,CC1(C(=CC2=CC=C(C=C2)O)OC(=O)O1)C,"5-[(4-hydroxyphenyl)methylidene]-4,4-dimethyl-1,3-dioxolan-2-one",0,4,C12H12O5,18921329.0,CCCCCCCCCCOOCOOC,0,
172849948,274.4,C18H26O2,C1CCCCCC(=O)C(CCCC1)C2=CC=C(C=C2)O,2-(4-hydroxyphenyl)cyclododecan-1-one,0,2,C18H26O3,66796281.0,CCCCCCCOCCCCCCCCCCCO,0,
172845513,484.5,C30H28O6,C1CC(CCC1(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)(C4=C(C=C(C=C4)O)O)C5=C(C=C(C=C5)O)O,"4-[1-(2,4-dihydroxyphenyl)-4,4-bis(4-hydroxyphenyl)cyclohexyl]benzene-1,3-diol",0,3,C30H28O7,135057501.0,CCCCCCCCCCCCOCCCCCCOCCCCCCOOCCCCCCOO,0,
172842529,360.4,C21H28O5,CC(CC(CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O)(OC)OC)OC,"4-[1-(4-hydroxyphenyl)-3,3,5-trimethoxyhexyl]phenol",0,3,C21H28O6,110678.0,CCCCCCCCCCCCOCCCCCCOOCOCOC,0,
172842155,410.5,C24H26O6,CCCOC(=O)/C=C/C1=CC2=C(C=C1)O[C@H]([C@@H]2C(=O)OCCC)C3=CC=C(C=C3)O,"propyl (2R,3R)-2-(4-hydroxyphenyl)-5-[(E)-3-oxo-3-propoxyprop-1-enyl]-2,3-dihydro-1-benzofuran-3-carboxylate",0,1,C24H26O7,159013073.0,CCCOCOCCCCCCCCOCCCOOCCCCCCCCCO,0,
172842154,410.5,C24H26O6,CCCOC(=O)/C=C/C1=CC2=C(C=C1)O[C@@H](C2C(=O)OCCC)C3=CC=C(C=C3)O,"propyl (2S)-2-(4-hydroxyphenyl)-5-[(E)-3-oxo-3-propoxyprop-1-enyl]-2,3-dihydro-1-benzofuran-3-carboxylate",0,1,C24H26O7,159013073.0,CCCOCOCCCCCCCCOCCCOOCCCCCCCCCO,0,
172838023,396.4,C23H24O6,CCOC(=O)[C@H]1[C@@H](OC2=C1C=C(C=C2)/C=C/C(=O)OC(C)C)C3=CC=C(C=C3)O,"ethyl (2R,3R)-2-(4-hydroxyphenyl)-5-[(E)-3-oxo-3-propan-2-yloxyprop-1-enyl]-2,3-dihydro-1-benzofuran-3-carboxylate",0,1,C23H24O7,38359990.0,CCOCOCCOCCCCCCCCCOOCCCCCCCCCO,0,
172838022,396.4,C23H24O6,CCOC(=O)[C@@H]1[C@H](OC2=C1C=C(C=C2)/C=C/C(=O)OC(C)C)C3=CC=C(C=C3)O,"ethyl (2S,3S)-2-(4-hydroxyphenyl)-5-[(E)-3-oxo-3-propan-2-yloxyprop-1-enyl]-2,3-dihydro-1-benzofuran-3-carboxylate",0,1,C23H24O7,38359990.0,CCOCOCCOCCCCCCCCCOOCCCCCCCCCO,0,
172838012,472.6,C30H32O5,CC(=CCC/C(=C\CC1=C2C(=C(C3=C1OC=C(C3=O)C4=CC=C(C=C4)O)O)C=CC(O2)(C)C)/C)C,"10-[(2Z)-3,7-dimethylocta-2,6-dienyl]-5-hydroxy-7-(4-hydroxyphenyl)-2,2-dimethylpyrano[3,2-g]chromen-6-one",0,3,C30H32O6,69049770.0,CCCCCCCCCCCCCCOCCCOCCCCCCOOCCCOCCCC,0,
172837566,376.5,C25H28O3,CC(C)(C)C1=C(C=CC(=C1)O)CC(C)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,"4-[2,2-bis(4-hydroxyphenyl)propyl]-3-tert-butylphenol",0,2,C25H28O4,11383791.0,CCCCCCCCCCOCCCCCCCCCOCCCCCCO,0,
172835754,384.4,C22H24O6,CC(C)/C=C/C1=C(C=CC(=C1OCO)C(=C)C(=O)C2=CC=C(C=C2)O)OCO,"2-[2,4-bis(hydroxymethoxy)-3-[(E)-3-methylbut-1-enyl]phenyl]-1-(4-hydroxyphenyl)prop-2-en-1-one",0,1,C22H24O7,161840025.0,CCCCCCCCCCCOCOCCCOCCCCCCOOCO,0,
172835225,388.5,C22H28O6,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O.CC(=O)O.CC(=O)O,acetic acid;4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,0,1,C22H28O7,46835871.0,CCCCCCCCCCCCOCCCCCCOCCOOCCOO,0,
172833964,474.6,C30H34O5,CC(C)(C1=CC=C(C=C1)O)C2=CC3C4C(O4)COCC5C(C3(C=C2)C(C)(C)C6=CC=C(C=C6)O)O5,"4-[2-[1-[2-(4-hydroxyphenyl)propan-2-yl]-3,6,9-trioxatetracyclo[9.4.0.02,4.08,10]pentadeca-12,14-dien-13-yl]propan-2-yl]phenol",0,3,C30H34O6,3329553.0,CCCCCCCCCOCCCCCOCOCCCCCCCCCCCCCCCOO,0,
172830104,336.4,C21H20O4,CC(=C)C=CC1=C(C=CC(=C1OC)C=CC(=O)C2=CC=C(C=C2)O)O,"3-[4-hydroxy-2-methoxy-3-(3-methylbuta-1,3-dienyl)phenyl]-1-(4-hydroxyphenyl)prop-2-en-1-one",0,4,C21H20O5,22239525.0,CCCCCCCCCCCOCCCCOCCCCCCOO,0,
172830015,296.3,C18H16O4,C1=CC(C(C(=C1)O)C2=CC=C(C=C2)O)(C3=CC=C(C=C3)O)O,"1,2-bis(4-hydroxyphenyl)cyclohexa-3,5-diene-1,3-diol",0,1,C18H16O5,19049281.0,CCCCCCOCCCCCCOCCCCCCOO,0,
172825650,502.8,C33H58O3,CCCCCCCCCCCCCCC(CCCCCCCCCC)(CC1=CC=C(C=C1)O)C(=O)O,2-decyl-2-[(4-hydroxyphenyl)methyl]hexadecanoic acid,0,3,C33H58O4,140454782.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOCOO,0,
