Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
171344894,903.0,C58H46O10,C1[C@H]([C@@H](C2=C1C=CC(=C2)/C=C\C3=C4[C@H]([C@@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=CC(=CC(=C6)O)O)C7=CC(=CC8=C7[C@H]([C@@H](C8)C9=CC=C(C=C9)O)C1=CC(=CC(=C1)O)O)O)C1=CC=C(C=C1)O,"5-[(1R,2R)-7-[(1S,2R)-6-[(Z)-2-[(2R,3R)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]ethenyl]-2-(4-hydroxyphenyl)-2,3-dihydro-1H-inden-1-yl]-5-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1H-inden-1-yl]benzene-1,3-diol",1,0,C58H46O11,
171344190,580.6,C35H32O8,COC1=C2C(=O)C=C(OC2=C(C(=C1)O)[C@H](/C=C/C[C@H](CCC3=CC=C(C=C3)O)O)C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,"7-hydroxy-8-[(E,1R,5S)-5-hydroxy-1,7-bis(4-hydroxyphenyl)hept-2-enyl]-2-(4-hydroxyphenyl)-5-methoxychromen-4-one",1,0,C35H32O9,
171344112,454.5,C29H26O5,COC1=C2C(C3=C(CCC2=C(C(=C1)O)CC4=CC=C(C=C4)O)C=C(C=C3)O)C5=CC=C(C=C5)O,"2-(4-hydroxyphenyl)-7-[(4-hydroxyphenyl)methyl]-4-methoxytricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaene-6,13-diol",1,0,C29H26O6,
155886166,544.7,C34H40O6,CCCCCCCCCC=CC(C1=CC=C(C=C1)O)C2=C(C(=C(C=C2O)OC)C(=O)C=CC3=CC=C(C=C3)O)O,"1-[2,4-dihydroxy-3-[1-(4-hydroxyphenyl)dodec-2-enyl]-6-methoxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",1,0,C34H40O7,
171041173,1044.9,C48H52O26,C1=CC(=CC=C1/C=C/C(=O)C2=C(C3=C(C(C2=O)([C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]([C@H]3C5=C(C(=C(/C=C/C6=CC=C(C=C6)O)O)C(=O)C(C5=O)([C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O,"4-[(2S,3R)-4,7-dihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-6-oxo-2-[(1S,2R,3R)-1,2,3,4-tetrahydroxybutyl]-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydro-1-benzofuran-3-yl]-2,5-dihydroxy-6-[(E)-1-hydroxy-3-(4-hydroxyphenyl)prop-2-enylidene]-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohex-4-ene-1,3-dione",9,0,C48H52O27,
170995384,560.6,C35H28O7,COC1(C(=O)C2=C(C1=O)C3=C(C=C2)C(=CC(=C3O)CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)CC6=CC=C(C=C6)O,"9-hydroxy-2,6,8-tris[(4-hydroxyphenyl)methyl]-2-methoxycyclopenta[a]naphthalene-1,3-dione",1,0,C35H28O8,
170995383,560.6,C35H28O7,COC1=C(C2=C(C(=C1)O)C3=C(C=C2)C(=O)C(C3=O)(CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)CC6=CC=C(C=C6)O,"9-hydroxy-2,2,6-tris[(4-hydroxyphenyl)methyl]-7-methoxycyclopenta[a]naphthalene-1,3-dione",1,0,C35H28O8,
170995382,560.6,C35H28O7,COC1=C(C(=C2C(=C1)C=CC3=C2C(=O)C(C3=O)(CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)O)CC6=CC=C(C=C6)O,"9-hydroxy-2,2,8-tris[(4-hydroxyphenyl)methyl]-7-methoxycyclopenta[a]naphthalene-1,3-dione",1,0,C35H28O8,
170990044,506.5,C30H18O8,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4=C(C=CC(=C4)C5=COC6=C(C5=O)C=CC(=C6)O)O)O)O,7-hydroxy-8-[2-hydroxy-5-(7-hydroxy-4-oxochromen-3-yl)phenyl]-3-(4-hydroxyphenyl)chromen-4-one,1,0,C30H18O9,
170855594,926.9,C48H46O19,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)OC(=O)/C=C/C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC=C(C=C6)O)O)O)O)O,"[3,4,5-trihydroxy-6-[4-hydroxy-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,5-bis[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]oxolan-2-yl]oxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",1,0,C48H46O20,
170855564,1041.0,C53H52O22,CC(=O)OC1C(OC(C(C1O)O)OC2(C(C(C(O2)COC(=O)/C=C/C3=CC=C(C=C3)O)OC(=O)C)OC(=O)/C=C/C4=CC=C(C=C4)O)COC(=O)/C=C/C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC(=C(C=C6)O)OC,"[3-acetyloxy-5-[5-acetyloxy-3,4-dihydroxy-6-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxy-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-5-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]oxolan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",1,0,C53H52O23,
170855410,968.9,C50H48O20,CC(=O)OC1C(OC(C1OC(=O)/C=C/C2=CC=C(C=C2)O)(COC(=O)/C=C/C3=CC=C(C=C3)O)OC4C(C(C(C(O4)COC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O)COC(=O)/C=C/C6=CC=C(C=C6)O,"[6-[4-acetyloxy-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,5-bis[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",1,0,C50H48O21,
170855287,1010.9,C52H50O21,CC(=O)OC1C(OC(C(C1O)O)OC2(C(C(C(O2)COC(=O)/C=C/C3=CC=C(C=C3)O)OC(=O)C)OC(=O)/C=C/C4=CC=C(C=C4)O)COC(=O)/C=C/C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC=C(C=C6)O,"[3-acetyloxy-6-[4-acetyloxy-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,5-bis[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]oxolan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",1,0,C52H50O22,
170853178,881.0,C57H52O9,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2.C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)OCCO)C5=CC=C(C=C5)OCCO,diphenyl carbonate;2-[4-[9-[4-(2-hydroxyethoxy)phenyl]fluoren-9-yl]phenoxy]ethanol;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,1,0,C57H52O10,
170852902,416.5,C24H32O6,C1=CC(=CC=C1C2=CC=C(C=C2)O)O.C(CCCCCC(=O)O)CCCCC(=O)O,dodecanedioic acid;4-(4-hydroxyphenyl)phenol,1,0,C24H32O7,
170852559,402.5,C23H30O6,CC1CO1.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.C=CC(=O)O.C1CO1,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol;2-methyloxirane;oxirane;prop-2-enoic acid,1,0,C23H30O7,
170852125,844.8,C46H36O16,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C2=CC=C(C=C2)O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)O.C1=CC2=C(C=CC(=C2)O)C=C1C(=O)O,"benzene-1,3-dicarboxylic acid;4-hydroxybenzoic acid;6-hydroxynaphthalene-2-carboxylic acid;4-(4-hydroxyphenyl)phenol;terephthalic acid",1,0,C46H36O17,
170849847,500.8,C35H48O2,CC1=CCC2CC1C2(C)C.CC1(C2CCC(=C)C1C2)C.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",1,0,C35H48O3,
170835708,415.4,C21H19O9-,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)[O-])O,"3-(4-hydroxyphenyl)-4-oxo-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-7-olate",1254,0,C21H19O10-,
170835707,413.4,C21H17O9-,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H](C(=O)[C@@H]([C@H](O4)CO)O)O)[O-])O,"8-[(2S,3S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-oxooxan-2-yl]-3-(4-hydroxyphenyl)-4-oxochromen-7-olate",2,0,C21H17O10-,
168353642,468.5,C26H28O8,CCC1=C(C(=C(C=C1O)OC)C2=C(OC3=C(C(=CC(=C23)OC)O)CC)C4=CC=C(C=C4)O)O.O,"2-ethyl-4-[7-ethyl-6-hydroxy-2-(4-hydroxyphenyl)-4-methoxy-1-benzofuran-3-yl]-5-methoxybenzene-1,3-diol;hydrate",1,0,C26H28O9,
168341478,1279.5,C88H78O9,CC1=CC(=CC(=C1)O)C.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O.C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,"3,5-dimethylphenol;4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol",1,0,C88H78O10,
168341477,700.9,C46H52O6,CC1=C(C(=CC=C1)O)C.CC1=C(C(=CC=C1)C)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"2,3-dimethylphenol;2,6-dimethylphenol;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol",1,0,C46H52O7,
168341476,1401.8,C92H104O12,CC1=C(C(=CC=C1)O)C.CC1=C(C(=CC=C1)O)C.CC1=CC(=CC(=C1)O)C.CC1=CC(=CC(=C1)O)C.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O.CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"2,3-dimethylphenol;3,5-dimethylphenol;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol",1,0,C92H104O13,
168340318,616.7,C38H32O8,C1=CC(=O)C=CC1=O.C1=CC(=O)C=CC1=O.C1=CC(=CC=C1CC2=CC=C(C=C2)O)O.C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,"cyclohexa-2,5-diene-1,4-dione;4-[(4-hydroxyphenyl)methyl]phenol",1,0,C38H32O9,
168334274,1013.3,C70H76O6,CC1(C2=CC(=CC(=C2OC3=C(C=C(C=C31)C(C)(C)C)C4=CC=C(C=C4)O)C5=CC=C(C=C5)O)C(C)(C)C)C.CC1(C2=CC(=CC(=C2OC3=C(C=C(C=C31)C(C)(C)C)C4=CC=C(C=C4)O)C5=CC=C(C=C5)O)C(C)(C)C)C,"4-[2,7-ditert-butyl-5-(4-hydroxyphenyl)-9,9-dimethylxanthen-4-yl]phenol",1,0,C70H76O7,
168292086,542.6,C32H30O8,C1C[C@@H]2C[C@H](C[C@@](O2)(/C=C/C3=CC=CC=C3)O)C4=C(C=C(C5=C4O[C@@H](CC5=O)C6=CC=C(C=C6)O)O)OC(=O)C1,"(1R,5S,17R,19R)-9,19-dihydroxy-5-(4-hydroxyphenyl)-19-[(E)-2-phenylethenyl]-4,12,18-trioxatetracyclo[15.3.1.02,11.03,8]henicosa-2(11),3(8),9-triene-7,13-dione",1,0,C32H30O9,
168285208,542.6,C32H30O8,C1C[C@@H]2C[C@H](C[C@@](O2)(/C=C/C3=CC=CC=C3)O)C4=C(C=C(C5=C4O[C@H](CC5=O)C6=CC=C(C=C6)O)O)OC(=O)C1,"(1R,5R,17R,19R)-9,19-dihydroxy-5-(4-hydroxyphenyl)-19-[(E)-2-phenylethenyl]-4,12,18-trioxatetracyclo[15.3.1.02,11.03,8]henicosa-2(11),3(8),9-triene-7,13-dione",1,0,C32H30O9,
168274543,424.4,C26H16O6,CC1=CC2=C(C(=C1)O)C3=C(C4=CC=CC(=O)C4=C5C3=C2C(=C(O5)O)C6=CC=C(C=C6)O)O,"3,10,19-trihydroxy-9-(4-hydroxyphenyl)-5-methyl-11-oxapentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,12,15,17-nonaen-14-one",1,0,C26H16O7,
168013562,1044.9,C48H52O26,C1=CC(=CC=C1/C=C/C(=O)C2=C(C3=C([C@](C2=O)([C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]([C@H]3C5=C(/C(=C(/C=C/C6=CC=C(C=C6)O)\O)/C(=O)[C@](C5=O)([C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O,"(2R,6E)-4-[(2S,3R,7S)-4,7-dihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-6-oxo-2-[(1S,2R,3R)-1,2,3,4-tetrahydroxybutyl]-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydro-1-benzofuran-3-yl]-2,5-dihydroxy-6-[(E)-1-hydroxy-3-(4-hydroxyphenyl)prop-2-enylidene]-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohex-4-ene-1,3-dione",9,0,C48H52O27,
167995096,544.7,C34H40O6,CCCCCCCCC/C=C/C(C1=CC=C(C=C1)O)C2=C(C(=C(C=C2O)OC)C(=O)/C=C/C3=CC=C(C=C3)O)O,"(E)-1-[2,4-dihydroxy-3-[(E)-1-(4-hydroxyphenyl)dodec-2-enyl]-6-methoxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",1,0,C34H40O7,
167995091,500.6,C32H36O5,CCCCCCC/C=C/C(C1=CC=C(C=C1)O)C2=C(C(=C(C=C2O)OC)C(=O)/C=C/C3=CC=CC=C3)O,"(E)-1-[2,4-dihydroxy-3-[(E)-1-(4-hydroxyphenyl)dec-2-enyl]-6-methoxyphenyl]-3-phenylprop-2-en-1-one",1,0,C32H36O6,
167994086,956.9,C49H48O20,COC1=C(C=CC(=C1)/C=C/C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)OC(=O)/C=C/C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC=C(C=C6)O)O)O)O)O,"[3-hydroxy-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-5-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-5-[3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxyoxolan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",10,0,C49H48O21,
166639230,1073.0,C48H64O27,C/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OCCC4=CC=C(C=C4)O)OC(=O)C[C@@H]\5C(=CO[C@H](/C5=C\C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C(=O)OC)O)O,"methyl (4S,5Z,6S)-5-ethylidene-4-[2-[[(2R,3S,4S,5R,6R)-5-[2-[(2S,3Z,4S)-3-ethylidene-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-4-yl]acetyl]oxy-3,4-dihydroxy-6-[2-(4-hydroxyphenyl)ethoxy]oxan-2-yl]methoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",2,0,C48H64O28,
166634355,1007.1,C68H46O9,C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)O)C3=C(C=CC(=C3C#CC4=CC=C(C=C4)O)COC5=CC=C(C=C5)[C@]6(C7=C(C=CC(=C7)O)C8=C6C(=C(C=C8)CO)C#CC9=CC=C(C=C9)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O,"4-[[3-[[4-[(9S)-7-hydroxy-2-(hydroxymethyl)-9-(4-hydroxyphenyl)-1-[2-(4-hydroxyphenyl)ethynyl]fluoren-9-yl]phenoxy]methyl]-6-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]phenyl]-(4-hydroxyphenyl)methylidene]cyclohexa-2,5-dien-1-one",1,0,C68H46O10,
166633252,572.6,C37H32O6,COCC1=C(C2=C(C=C1)C3=C(C2(C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC)C=C(C=C3)O)CC(=O)C6=CC=C(C=C6)O,"2-[7-hydroxy-2-(methoxymethyl)-9,9-bis(4-methoxyphenyl)fluoren-1-yl]-1-(4-hydroxyphenyl)ethanone",1,0,C37H32O7,
166632517,322.3,C18H10O6,C1=CC(=CC=C1C2=CC(=O)C3=C(C2=O)OC4=CC(=C(C=C43)O)O)O,"7,8-dihydroxy-3-(4-hydroxyphenyl)dibenzofuran-1,4-dione",1,0,C18H10O7,
166632344,1021.1,C69H48O9,COC1=CC=C(C=C1)C(=C2C=CC(=O)C=C2)C3=C(C=CC(=C3C#CC4=CC=C(C=C4)O)COC5=CC=C(C=C5)C(=C6C=CC(=O)C=C6)C7=C(C=CC(=C7C#CC8=CC=C(C=C8)O)CO)C9=CC=C(C=C9)O)C1=CC=C(C=C1)O,"4-[[3-(hydroxymethyl)-6-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]phenyl]-[4-[[4-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]-3-[(4-methoxyphenyl)-(4-oxocyclohexa-2,5-dien-1-ylidene)methyl]phenyl]methoxy]phenyl]methylidene]cyclohexa-2,5-dien-1-one",1,0,C69H48O10,
166630896,1007.1,C68H46O9,C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)OCC3=C(C(=C(C=C3)C4=CC=C(C=C4)O)C(=C5C=CC(=O)C=C5)C6=CC=C(C=C6)O)C#CC7=CC=C(C=C7)O)C8=C(C=CC(=C8C#CC9=CC=C(C=C9)O)CO)C1=CC=C(C=C1)O,"4-[[3-(hydroxymethyl)-6-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]phenyl]-[4-[[4-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]-3-[(4-hydroxyphenyl)-(4-oxocyclohexa-2,5-dien-1-ylidene)methyl]phenyl]methoxy]phenyl]methylidene]cyclohexa-2,5-dien-1-one",1,0,C68H46O10,
166629315,544.5,C29H20O11,C1=CC(=CC=C1[C@@H]2[C@H](C3=C(O2)C=C(C4=C3OC(=C(C4=O)O)C5=CC(=C(C(=C5)O)O)O)O)C6=CC(=CC(=C6)O)O)O,"(8S,9S)-9-(3,5-dihydroxyphenyl)-3,5-dihydroxy-8-(4-hydroxyphenyl)-2-(3,4,5-trihydroxyphenyl)-8,9-dihydrofuro[2,3-h]chromen-4-one",1,0,C29H20O12,
166629206,1007.1,C68H46O9,C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)O)C3=C(C=CC(=C3C#CC4=CC=C(C=C4)O)COCC5=C(C(=C(C=C5)C6=CC=C(C=C6)O)C(=C7C=CC(=O)C=C7)C8=CC=C(C=C8)O)C#CC9=CC=C(C=C9)O)C1=CC=C(C=C1)O,"4-[(4-hydroxyphenyl)-[6-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]-3-[[4-(4-hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethynyl]-3-[(4-hydroxyphenyl)-(4-oxocyclohexa-2,5-dien-1-ylidene)methyl]phenyl]methoxymethyl]phenyl]methylidene]cyclohexa-2,5-dien-1-one",1,0,C68H46O10,
166628031,528.5,C29H20O10,C1=CC(=CC=C1[C@H]2[C@@H](C3=C(O2)C=C4C(=C3O)C(=O)C(=C(O4)C5=CC(=C(C=C5)O)O)O)C6=CC(=CC(=C6)O)O)O,"(2R,3R)-7-(3,4-dihydroxyphenyl)-3-(3,5-dihydroxyphenyl)-4,6-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrofuro[3,2-g]chromen-5-one",1,0,C29H20O11,
